file_name,training_time(s),test_result_loss,test_result_acc,train_result_acc,train_result_loss,nb_layers,epochs
architecture_1,231.93225193023682,2.3817718029022217,0.5843999981880188,0.8556399941444397,0.7758006453514099,11,50
architecture_2,2729.1666209697723,1.2302346229553223,0.7307999730110168,0.9117199778556824,0.3922029435634613,48,95
architecture_3,0,,,,,not build,0
architecture_4,323.4538764953613,1.0172330141067505,0.6565999984741211,0.6900399923324585,0.9046927094459534,15,100
architecture_5,354.3559453487396,1.587825894355774,0.6308000087738037,0.8161399960517883,0.6961459517478943,16,100
architecture_6,391.6258924007416,13.401239395141602,0.10000000149011612,0.100040003657341,13.376465797424316,15,100
architecture_7,386.90560817718506,1.7743152379989624,0.5789999961853027,0.8059599995613098,0.721268355846405,20,100
architecture_8,0,,,,,not build,0
architecture_9,404.31158995628357,1.5784839391708374,0.4487999975681305,0.45113998651504517,1.5692107677459717,115,23
architecture_10,2428.3035254478455,1.8098708391189575,0.47380000352859497,0.4866200089454651,1.730834722518921,166,46
architecture_11,0,,,,,not build,0
architecture_12,345.29884481430054,2.6133971214294434,0.6100000143051147,0.8752800226211548,0.8134911060333252,18,82
architecture_13,551.5313794612885,1.7792176008224487,0.5228999853134155,0.7666000127792358,0.7928236722946167,35,100
architecture_14,4006.396899700165,1.1817631721496582,0.6531000137329102,0.7074800133705139,0.96626216173172,216,35
architecture_15,0,,,,,not build,0
architecture_16,9494.876956939697,24921978.0,0.736299991607666,0.8192800283432007,15474929.0,174,93
