file_name,training_time(s),test_result_loss,test_result_acc,train_result_acc,train_result_loss,nb_layers,epochs
architecture_1,925.7547190189362,1.4163163900375366,0.5271000266075134,0.5770999789237976,1.2229344844818115,33,100
architecture_2,2234.45503282547,2.30527663230896,0.5723999738693237,0.8543999791145325,0.7344008088111877,68,100
architecture_3,1132.3733177185059,1.4288502931594849,0.4846999943256378,0.5019400119781494,1.364345669746399,39,100
architecture_4,1201.9686510562897,2.269117593765259,0.6129999756813049,0.8395599722862244,0.7856212258338928,31,100
architecture_5,535.7201089859009,1.1991571187973022,0.6409000158309937,0.8302000164985657,0.5462889671325684,26,100
architecture_6,1423.9831488132477,2.4983813762664795,0.5486999750137329,0.776199996471405,0.9778019785881042,26,100
architecture_7,1846.5416424274445,2.5206785202026367,0.2815000116825104,0.29600000381469727,2.4718658924102783,41,100
architecture_8,5943.411448478699,1.5805020332336426,0.6466000080108643,0.7440999746322632,0.9336578845977783,124,58
architecture_9,696.8339347839355,0.9482417106628418,0.6646000146865845,0.7014999985694885,0.8423826694488525,12,89
architecture_10,11956.074033737183,0.9224509000778198,0.6721000075340271,0.7304999828338623,0.7866970896720886,121,100
